name,type,rarity,setName,setCode,isUniversesBeyond,releaseDate,keywords,keywordCount,manaValue,power,toughness,baseLevel,defense,colors,isMulticolor,text,edhrecRank
out of the tombs,enchantment,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,['Mill'],1,3.0,,,3.0,,['B'],False,"At the beginning of your upkeep, put two eon counters on this enchantment, then mill cards equal to the number of eon counters on it.
If you would draw a card while your library has no cards in it, instead return a creature card from your graveyard to the battlefield. If you can't, you lose the game.",2772.0
plague drone,creature — demon,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Flying', 'Rot Fly']",2,4.0,3.0,3.0,10.0,,['B'],False,"Flying
Rot Fly - If an opponent would gain life, that player loses that much life instead.",5859.0
plague drone,creature — demon,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Flying', 'Rot Fly']",2,4.0,3.0,3.0,10.0,,['B'],False,"Flying
Rot Fly - If an opponent would gain life, that player loses that much life instead.",5859.0
plasmancer,artifact creature — necron wizard,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Dynastic Advisor', 'Flying']",2,4.0,3.0,3.0,10.0,,['B'],False,"Flying
Dynastic Advisor - When this creature enters, search your library for a basic Swamp card, reveal it, put it into your hand, then shuffle.",11287.0
plasmancer,artifact creature — necron wizard,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Dynastic Advisor', 'Flying']",2,4.0,3.0,3.0,10.0,,['B'],False,"Flying
Dynastic Advisor - When this creature enters, search your library for a basic Swamp card, reveal it, put it into your hand, then shuffle.",11287.0
poxwalkers,creature — zombie,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Curse of the Walking Pox', 'Deathtouch']",2,3.0,3.0,1.0,7.0,,['B'],False,"Deathtouch
Curse of the Walking Pox - Whenever you cast a spell from anywhere other than your hand, return this card from your graveyard to the battlefield tapped.",7794.0
poxwalkers,creature — zombie,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Curse of the Walking Pox', 'Deathtouch']",2,3.0,3.0,1.0,7.0,,['B'],False,"Deathtouch
Curse of the Walking Pox - Whenever you cast a spell from anywhere other than your hand, return this card from your graveyard to the battlefield tapped.",7794.0
primaris eliminator,creature — astartes warrior,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Executioner Round', 'Hyperfrag Round']",2,5.0,3.0,2.0,10.0,,['B'],False,"When this creature enters, choose one -
• Executioner Round - Destroy target creature.
• Hyperfrag Round - Creatures target player controls get -2/-2 until end of turn.",6933.0
primaris eliminator,creature — astartes warrior,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Executioner Round', 'Hyperfrag Round']",2,5.0,3.0,2.0,10.0,,['B'],False,"When this creature enters, choose one -
• Executioner Round - Destroy target creature.
• Hyperfrag Round - Creatures target player controls get -2/-2 until end of turn.",6933.0
psychomancer,artifact creature — necron wizard,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Flying', 'Harbinger of Despair']",2,2.0,1.0,1.0,4.0,,['B'],False,"Flying
Harbinger of Despair - Whenever this creature or another nontoken artifact you control is put into a graveyard from the battlefield or is put into exile from the battlefield, target opponent loses 1 life and you gain 1 life.",7297.0
psychomancer,artifact creature — necron wizard,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Flying', 'Harbinger of Despair']",2,2.0,1.0,1.0,4.0,,['B'],False,"Flying
Harbinger of Despair - Whenever this creature or another nontoken artifact you control is put into a graveyard from the battlefield or is put into exile from the battlefield, target opponent loses 1 life and you gain 1 life.",7297.0
royal warden,artifact creature — necron,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Phalanx Commander', 'Unearth']",2,5.0,3.0,2.0,10.0,,['B'],False,"Phalanx Commander - When this creature enters, create two tapped 2/2 black Necron Warrior artifact creature tokens.
Unearth {3}{B} ({3}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",8413.0
royal warden,artifact creature — necron,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Phalanx Commander', 'Unearth']",2,5.0,3.0,2.0,10.0,,['B'],False,"Phalanx Commander - When this creature enters, create two tapped 2/2 black Necron Warrior artifact creature tokens.
Unearth {3}{B} ({3}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",8413.0
sanguinary priest,creature — astartes cleric,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Blood Chalice', 'Lifelink']",2,4.0,2.0,4.0,10.0,,['B'],False,"Lifelink
Blood Chalice - Whenever another creature you control dies, this creature deals 1 damage to any target.",7867.0
sanguinary priest,creature — astartes cleric,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Blood Chalice', 'Lifelink']",2,4.0,2.0,4.0,10.0,,['B'],False,"Lifelink
Blood Chalice - Whenever another creature you control dies, this creature deals 1 damage to any target.",7867.0
sautekh immortal,artifact creature — necron,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Elite Troops', 'Flash']",2,3.0,2.0,2.0,7.0,,['B'],False,"Flash
Elite Troops - This creature enters with a +1/+1 counter on it for each creature that died this turn.",13054.0
sautekh immortal,artifact creature — necron,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Elite Troops', 'Flash']",2,3.0,2.0,2.0,7.0,,['B'],False,"Flash
Elite Troops - This creature enters with a +1/+1 counter on it for each creature that died this turn.",13054.0
shard of the nightbringer,creature — c'tan,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Drain Life', 'Flying']",2,8.0,8.0,8.0,24.0,,['B'],False,"Flying
Drain Life - When this creature enters, if you cast it, target opponent loses half their life, rounded up. You gain life equal to the life lost this way.",4802.0
shard of the nightbringer,creature — c'tan,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Drain Life', 'Flying']",2,8.0,8.0,8.0,24.0,,['B'],False,"Flying
Drain Life - When this creature enters, if you cast it, target opponent loses half their life, rounded up. You gain life equal to the life lost this way.",4802.0
shard of the void dragon,creature — c'tan,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Flying', 'Matter Absorption', 'Spear of the Void Dragon']",3,7.0,7.0,7.0,21.0,,['B'],False,"Flying
Spear of the Void Dragon - Whenever this creature attacks, each opponent sacrifices a nonland permanent of their choice.
Matter Absorption - Whenever an artifact is put into a graveyard from the battlefield or is put into exile from the battlefield, put two +1/+1 counters on this creature.",8209.0
shard of the void dragon,creature — c'tan,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Flying', 'Matter Absorption', 'Spear of the Void Dragon']",3,7.0,7.0,7.0,21.0,,['B'],False,"Flying
Spear of the Void Dragon - Whenever this creature attacks, each opponent sacrifices a nonland permanent of their choice.
Matter Absorption - Whenever an artifact is put into a graveyard from the battlefield or is put into exile from the battlefield, put two +1/+1 counters on this creature.",8209.0
skorpekh destroyer,artifact creature — necron,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Deathtouch', 'Hyperphase Threshers']",2,4.0,4.0,2.0,10.0,,['B'],False,"Deathtouch
Hyperphase Threshers - Whenever an artifact you control enters, this creature gains first strike until end of turn.",13582.0
skorpekh destroyer,artifact creature — necron,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Deathtouch', 'Hyperphase Threshers']",2,4.0,4.0,2.0,10.0,,['B'],False,"Deathtouch
Hyperphase Threshers - Whenever an artifact you control enters, this creature gains first strike until end of turn.",13582.0
skorpekh lord,artifact creature — necron noble,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Command Protocols', 'Menace', 'Unearth']",3,3.0,3.0,2.0,8.0,,['B'],False,"Menace
Command Protocols - Other artifact creatures you control get +1/+0 and have menace.
Unearth {2}{B} ({2}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",6490.0
skorpekh lord,artifact creature — necron noble,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Command Protocols', 'Menace', 'Unearth']",3,3.0,3.0,2.0,8.0,,['B'],False,"Menace
Command Protocols - Other artifact creatures you control get +1/+0 and have menace.
Unearth {2}{B} ({2}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",6490.0
sloppity bilepiper,creature — demon,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,['Jolly Gutpipes'],1,4.0,3.0,3.0,10.0,,['B'],False,"Jolly Gutpipes - {2}, {T}, Sacrifice a creature: The next creature spell you cast this turn has cascade. (When you next cast a creature spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)",12097.0
sloppity bilepiper,creature — demon,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,['Jolly Gutpipes'],1,4.0,3.0,3.0,10.0,,['B'],False,"Jolly Gutpipes - {2}, {T}, Sacrifice a creature: The next creature spell you cast this turn has cascade. (When you next cast a creature spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom in a random order.)",12097.0
tallyman of nurgle,creature — astartes warrior,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Lifelink', 'The Seven-fold Chant']",2,3.0,2.0,3.0,8.0,,['B'],False,"Lifelink
The Seven-fold Chant - At the beginning of your end step, if a creature died this turn, you draw a card and you lose 1 life. If seven or more creatures died this turn, instead you draw seven cards and you lose 7 life.",10847.0
tallyman of nurgle,creature — astartes warrior,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Lifelink', 'The Seven-fold Chant']",2,3.0,2.0,3.0,8.0,,['B'],False,"Lifelink
The Seven-fold Chant - At the beginning of your end step, if a creature died this turn, you draw a card and you lose 1 life. If seven or more creatures died this turn, instead you draw seven cards and you lose 7 life.",10847.0
technomancer,artifact creature — necron wizard,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,['Mill'],1,7.0,5.0,1.0,13.0,,['B'],False,"When this creature enters, mill three cards, then return any number of artifact creature cards with total mana value 6 or less from your graveyard to the battlefield.",7968.0
technomancer,artifact creature — necron wizard,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,['Mill'],1,7.0,5.0,1.0,13.0,,['B'],False,"When this creature enters, mill three cards, then return any number of artifact creature cards with total mana value 6 or less from your graveyard to the battlefield.",7968.0
their name is death,sorcery,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,[],0,6.0,,,6.0,,['B'],False,Destroy all nonartifact creatures.,3365.0
their name is death,sorcery,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,[],0,6.0,,,6.0,,['B'],False,Destroy all nonartifact creatures.,3365.0
their number is legion,sorcery,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,[],0,4.0,,,4.0,,['B'],False,"Create X tapped 2/2 black Necron Warrior artifact creature tokens, then you gain life equal to the number of artifacts you control. Exile Their Number Is Legion.
You may cast this card from your graveyard.",7447.0
their number is legion,sorcery,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,[],0,4.0,,,4.0,,['B'],False,"Create X tapped 2/2 black Necron Warrior artifact creature tokens, then you gain life equal to the number of artifacts you control. Exile Their Number Is Legion.
You may cast this card from your graveyard.",7447.0
tomb blade,artifact creature — necron,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Flying', 'Unearth']",2,6.0,5.0,4.0,15.0,,['B'],False,"Flying
Whenever this creature deals combat damage to a player, that player loses life equal to the number of creatures they control unless they sacrifice a creature of their choice.
Unearth {6}{B}{B}",13336.0
tomb blade,artifact creature — necron,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Flying', 'Unearth']",2,6.0,5.0,4.0,15.0,,['B'],False,"Flying
Whenever this creature deals combat damage to a player, that player loses life equal to the number of creatures they control unless they sacrifice a creature of their choice.
Unearth {6}{B}{B}",13336.0
trazyn the infinite,legendary artifact creature — necron,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Deathtouch', 'Prismatic Gallery']",2,6.0,4.0,6.0,16.0,,['B'],False,"Deathtouch
Prismatic Gallery - As long as Trazyn is on the battlefield, it has all activated abilities of all artifact cards in your graveyard.",8683.0
trazyn the infinite,legendary artifact creature — necron,rare,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Deathtouch', 'Prismatic Gallery']",2,6.0,4.0,6.0,16.0,,['B'],False,"Deathtouch
Prismatic Gallery - As long as Trazyn is on the battlefield, it has all activated abilities of all artifact cards in your graveyard.",8683.0
triarch praetorian,artifact creature — necron,uncommon,"Warhammer 40,000 Commander",40K,True,2022-10-07,"['Dynastic Codes', 'Flying', 'Unearth']",3,2.0,2.0,1.0,5.0,,['B'],False,"Flying
Dynastic Codes - When this creature enters from a graveyard, you draw two cards and you lose 2 life.
Unearth {4}{B} ({4}{B}: Return this card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",7390.0
